id,ride_id,customer_id,driver_id,pickup_area,dropoff_area,ride_start_time,ride_end_time,ride_duration_minutes,distance_km,fare_bdt,driver_rating,customer_rating,ride_status,cancellation_reason,payment_method
635,R_200635,C_3121,D_3588,Bashundhara R/A,Khilgaon,2024-09-12 08:41:00,2024-09-12 09:34:00,53,10.38,310.81,4.4,4.7,Canceled,Customer changed mind,Cash
636,R_200636,C_2734,D_3500,Rampura,Mohakhali,2024-07-31 02:01:00,2024-07-31 02:26:00,25,11.19,301.75,4.4,5,Completed,,bKash
637,R_200637,C_2295,D_3541,Rampura,Banani,2024-08-09 01:00:00,2024-08-09 02:15:00,75,21.47,455.23,4.2,4.6,Completed,,Card
638,R_200638,C_3875,D_3671,Uttara,Old Dhaka,2024-10-22 09:15:00,2024-10-22 09:57:00,42,17.73,399.86,3.4,4.3,Completed,,Nagad
639,R_200639,C_2418,D_3695,Baridhara,Cantonment,2024-10-17 11:32:00,2024-10-17 11:58:00,26,11.18,253.61,3.4,3.1,Canceled,Traffic,Nagad
640,R_200640,C_3777,D_3153,Khilgaon,Rampura,2024-06-08 16:57:00,2024-06-08 17:32:00,35,10.05,249.33,3.3,4.5,Completed,,Cash
641,R_200641,C_3900,D_3666,Mohakhali,Banani,2024-02-12 03:31:00,2024-02-12 03:37:00,6,1.27,53.9,4.3,4,Completed,,Nagad
642,R_200642,C_4346,D_3492,Banani,Rampura,2024-11-13 05:48:00,2024-11-13 06:54:00,66,29.7,811.02,3.3,3.7,Completed,,Nagad
643,R_200643,C_2758,D_3416,Cantonment,Rampura,2024-12-21 11:24:00,2024-12-21 12:37:00,73,28.58,717.52,4.7,4.1,Completed,,Cash
644,R_200644,C_2850,D_3675,Savar,Mirpur,2024-09-30 04:15:00,2024-09-30 04:20:00,5,1.65,68.01,3.3,3.4,Completed,,Nagad
645,R_200645,C_3052,D_3036,Mirpur,Farmgate,2024-08-01 12:25:00,2024-08-01 13:24:00,59,26.19,703.23,3.1,4.9,Canceled,Traffic,Nagad
646,R_200646,C_3823,D_3144,Old Dhaka,Bashundhara R/A,2024-01-11 13:26:00,2024-01-11 14:16:00,50,17.18,448.26,4.3,3.1,Completed,,Pathao Pay
647,R_200647,C_3228,D_3221,Uttara,Old Dhaka,2024-03-24 17:22:00,2024-03-24 18:02:00,40,8.59,240.26,3.5,3.8,Canceled,Long waiting time,bKash
648,R_200648,C_2342,D_3261,Khilgaon,Mohakhali,2024-01-11 19:25:00,2024-01-11 19:39:00,14,4.9,136.7,4.3,4.4,Completed,,Nagad
649,R_200649,C_4478,D_3168,Mohakhali,Cantonment,2024-10-14 13:09:00,2024-10-14 14:02:00,53,9.91,271.71,3.2,3.2,Completed,,Cash
650,R_200650,C_3350,D_3656,Mirpur,Motijheel,2024-07-14 15:50:00,2024-07-14 16:23:00,33,8.38,200.28,3.4,4.9,Completed,,Cash
651,R_200651,C_2720,D_3540,Rampura,Savar,2024-07-28 05:07:00,2024-07-28 06:14:00,67,13.79,337.4,3.6,3.5,Completed,,Cash
652,R_200652,C_2700,D_3326,Baridhara,Mohakhali,2024-09-30 12:08:00,2024-09-30 13:21:00,73,24.01,714.36,4.2,3.5,Completed,,Pathao Pay
653,R_200653,C_2518,D_3147,Mohakhali,Old Dhaka,2024-08-17 22:01:00,2024-08-17 22:53:00,52,19.29,437.06,4.4,3.4,Canceled,Long waiting time,Nagad
654,R_200654,C_3175,D_3283,Mohakhali,Farmgate,2024-09-05 14:19:00,2024-09-05 14:35:00,16,6.97,185.72,3.2,3.2,Completed,,Cash
655,R_200655,C_2677,D_3590,Gulshan,Mirpur,2024-08-07 06:00:00,2024-08-07 06:06:00,6,2.64,91.13,4.5,4,Completed,,Nagad
656,R_200656,C_2511,D_3416,Gulshan,Old Dhaka,2024-09-25 00:59:00,2024-09-25 01:58:00,59,21.81,613.67,4.5,4.9,Completed,,Nagad
657,R_200657,C_4496,D_3044,Old Dhaka,Bashundhara R/A,2024-10-06 02:00:00,2024-10-06 03:12:00,72,30.53,640.93,3.3,3.7,Completed,,bKash
658,R_200658,C_3553,D_3175,Motijheel,Mirpur,2024-07-11 02:44:00,2024-07-11 03:58:00,74,30.32,883.67,4,3.5,Completed,,Nagad
659,R_200659,C_3613,D_3223,Savar,Banani,2024-02-06 07:07:00,2024-02-06 07:16:00,9,3.89,148.65,3.1,3,Completed,,Card
660,R_200660,C_3450,D_3110,Gulshan,Motijheel,2024-09-27 11:37:00,2024-09-27 11:54:00,17,5.04,133.25,4.8,3.8,Canceled,Driver no-show,Pathao Pay
661,R_200661,C_3025,D_3232,Bashundhara R/A,Mohakhali,2024-06-23 14:36:00,2024-06-23 15:04:00,28,9.1,233.01,4.3,3.9,Completed,,bKash
662,R_200662,C_2024,D_3368,Savar,Cantonment,2024-01-03 17:52:00,2024-01-03 18:33:00,41,7.83,212.89,4.8,3.3,Completed,,bKash
663,R_200663,C_3089,D_3122,Mohakhali,Bashundhara R/A,2024-03-25 08:08:00,2024-03-25 08:29:00,21,5.62,190.35,4,4.8,Completed,,bKash
664,R_200664,C_2539,D_3113,Mirpur,Baridhara,2024-12-21 19:50:00,2024-12-21 20:59:00,69,12.67,353.16,4.7,3.9,Completed,,Cash
665,R_200665,C_3780,D_3492,Banani,Bashundhara R/A,2024-11-19 10:44:00,2024-11-19 11:08:00,24,9.05,208.82,3.2,3.5,Completed,,bKash
666,R_200666,C_2813,D_3486,Rampura,Baridhara,2024-11-09 01:13:00,2024-11-09 01:41:00,28,6.47,215.41,3.3,3.2,Completed,,Card
667,R_200667,C_2788,D_3150,Mohakhali,Gulshan,2024-02-20 17:54:00,2024-02-20 18:05:00,11,3.11,109.58,5,3.4,Completed,,Cash
668,R_200668,C_4089,D_3438,Khilgaon,Gulshan,2024-07-29 20:42:00,2024-07-29 21:22:00,40,17.38,486.19,4.8,3.4,Completed,,Card
669,R_200669,C_2869,D_3293,Bashundhara R/A,Banani,2024-02-25 20:32:00,2024-02-25 21:09:00,37,16.13,386.8,3.2,3,Completed,,Pathao Pay
670,R_200670,C_3357,D_3370,Rampura,Baridhara,2024-06-29 00:10:00,2024-06-29 01:22:00,72,24.72,541.15,4.2,3.2,Completed,,Nagad
671,R_200671,C_2493,D_3043,Old Dhaka,Savar,2024-01-31 17:47:00,2024-01-31 18:49:00,62,26.65,534.58,3.7,4.5,Canceled,Customer changed mind,Nagad
672,R_200672,C_2630,D_3045,Uttara,Dhanmondi,2024-05-31 06:14:00,2024-05-31 07:03:00,49,20.66,517.41,4.8,3.1,Completed,,Nagad
673,R_200673,C_2090,D_3171,Old Dhaka,Banani,2024-01-10 19:41:00,2024-01-10 19:53:00,12,4.73,159.33,3.8,4.4,Completed,,Cash
674,R_200674,C_2678,D_3449,Baridhara,Farmgate,2024-06-18 06:10:00,2024-06-18 07:06:00,56,19.26,414.58,4.1,4.2,Completed,,Nagad
675,R_200675,C_3866,D_3516,Rampura,Farmgate,2024-08-21 14:05:00,2024-08-21 14:47:00,42,15.59,407.34,3.1,3.5,Completed,,Pathao Pay
676,R_200676,C_3138,D_3137,Banani,Cantonment,2024-12-05 03:44:00,2024-12-05 04:15:00,31,10.05,208.02,4.2,3.7,Completed,,Nagad
677,R_200677,C_3082,D_3137,Mohakhali,Savar,2024-02-22 14:39:00,2024-02-22 14:45:00,6,2.41,89.03,3.4,4.9,Completed,,Nagad
678,R_200678,C_2436,D_3392,Khilgaon,Banani,2024-02-15 03:21:00,2024-02-15 03:52:00,31,12.42,281.82,4.2,4.6,Completed,,Pathao Pay
679,R_200679,C_3828,D_3238,Rampura,Mohakhali,2024-06-26 19:02:00,2024-06-26 19:18:00,16,5.02,154.35,3.4,4.1,Canceled,Customer changed mind,Card
680,R_200680,C_2087,D_3318,Uttara,Savar,2024-10-02 11:16:00,2024-10-02 11:45:00,29,5.76,133.57,4.8,4.9,Completed,,Nagad
681,R_200681,C_2563,D_3013,Old Dhaka,Mirpur,2024-06-21 11:58:00,2024-06-21 12:04:00,6,2.32,80.58,3.5,3.2,Completed,,Nagad
682,R_200682,C_2056,D_3010,Baridhara,Mirpur,2024-03-29 00:07:00,2024-03-29 00:22:00,15,3.52,114.91,3.9,3.3,Completed,,Pathao Pay
683,R_200683,C_2999,D_3058,Farmgate,Rampura,2024-08-17 03:25:00,2024-08-17 03:32:00,7,2.82,80.17,4,4.7,Completed,,Pathao Pay
684,R_200684,C_2099,D_3233,Mohakhali,Uttara,2024-07-04 03:41:00,2024-07-04 04:35:00,54,19.73,562.42,4,5,Completed,,Card
685,R_200685,C_3464,D_3079,Old Dhaka,Motijheel,2024-11-01 12:00:00,2024-11-01 12:15:00,15,6.33,183.42,4.1,4.2,Completed,,Pathao Pay
686,R_200686,C_3236,D_3640,Cantonment,Banani,2024-07-06 20:42:00,2024-07-06 21:50:00,68,24.39,748.27,4.4,3.2,Completed,,Pathao Pay
687,R_200687,C_2601,D_3328,Uttara,Mohakhali,2024-05-17 00:09:00,2024-05-17 01:15:00,66,26.4,539.6,4.5,3.3,Completed,,Pathao Pay
688,R_200688,C_2745,D_3395,Motijheel,Bashundhara R/A,2024-05-28 08:15:00,2024-05-28 09:02:00,47,10.21,337.87,3.8,4.1,Completed,,bKash
689,R_200689,C_4182,D_3550,Cantonment,Dhanmondi,2024-06-18 21:22:00,2024-06-18 22:20:00,58,18.69,546.82,3.4,3.2,Completed,,Pathao Pay
690,R_200690,C_2071,D_3372,Farmgate,Bashundhara R/A,2024-10-24 20:56:00,2024-10-24 21:45:00,49,13.59,418.7,3.3,3.9,Completed,,Nagad
691,R_200691,C_3725,D_3249,Dhanmondi,Cantonment,2024-09-08 22:12:00,2024-09-08 22:32:00,20,8.8,260.29,3.1,4.9,Completed,,Cash
692,R_200692,C_4383,D_3076,Bashundhara R/A,Cantonment,2024-03-02 18:58:00,2024-03-02 19:49:00,51,11.13,253.32,4.7,3.8,Completed,,bKash
693,R_200693,C_2574,D_3541,Rampura,Banani,2024-05-05 10:13:00,2024-05-05 11:14:00,61,23.85,654.02,3.3,4.8,Completed,,Pathao Pay
694,R_200694,C_4062,D_3165,Gulshan,Mohakhali,2024-05-29 02:03:00,2024-05-29 03:18:00,75,27.91,620.25,3.6,3.5,Canceled,Traffic,Cash
695,R_200695,C_4137,D_3387,Uttara,Rampura,2024-09-14 11:20:00,2024-09-14 11:53:00,33,9.44,302.61,4.2,3.2,Completed,,bKash
696,R_200696,C_3283,D_3669,Khilgaon,Mohakhali,2024-06-20 18:56:00,2024-06-20 19:48:00,52,18.44,397.18,3.2,4.2,Completed,,Cash
697,R_200697,C_2982,D_3289,Uttara,Farmgate,2024-11-07 21:46:00,2024-11-07 21:52:00,6,2.31,81.18,4.3,3.1,Completed,,Nagad
698,R_200698,C_4314,D_3046,Old Dhaka,Baridhara,2024-04-28 22:56:00,2024-04-28 23:12:00,16,6.96,153.12,3.6,3.8,Completed,,bKash
699,R_200699,C_3458,D_3133,Rampura,Khilgaon,2024-11-12 13:33:00,2024-11-12 14:42:00,69,14.3,418.97,4.2,3.8,Completed,,Cash
700,R_200700,C_3189,D_3166,Uttara,Khilgaon,2024-05-08 21:03:00,2024-05-08 21:19:00,16,7,169.76,4.4,3.3,Completed,,Nagad
701,R_200701,C_4115,D_3624,Khilgaon,Farmgate,2024-07-10 09:09:00,2024-07-10 09:57:00,48,12.41,355.03,3.1,4.4,Completed,,Pathao Pay
702,R_200702,C_2856,D_3626,Old Dhaka,Mirpur,2024-10-14 05:19:00,2024-10-14 05:36:00,17,6.75,170.46,4.1,4.9,Completed,,Cash
703,R_200703,C_4044,D_3097,Bashundhara R/A,Motijheel,2024-10-06 14:49:00,2024-10-06 15:29:00,40,13.43,320.11,4.4,3.9,Canceled,Traffic,bKash
704,R_200704,C_2576,D_3127,Old Dhaka,Bashundhara R/A,2024-12-11 12:05:00,2024-12-11 13:01:00,56,16.26,447.2,3.9,4,Completed,,Card
705,R_200705,C_3531,D_3086,Khilgaon,Mohakhali,2024-04-16 09:43:00,2024-04-16 09:53:00,10,3.48,124.35,3.5,4.6,Completed,,Cash
706,R_200706,C_3191,D_3385,Uttara,Old Dhaka,2024-06-10 21:45:00,2024-06-10 22:49:00,64,23.08,541.45,4.1,4.6,Completed,,Pathao Pay
707,R_200707,C_2444,D_3407,Baridhara,Mohakhali,2024-09-20 11:38:00,2024-09-20 12:23:00,45,12.26,333.85,4.5,3.2,Completed,,Nagad
708,R_200708,C_2638,D_3482,Uttara,Khilgaon,2024-09-13 13:23:00,2024-09-13 14:16:00,53,10.43,324.73,5,3.4,Completed,,Cash
709,R_200709,C_3733,D_3277,Banani,Khilgaon,2024-10-02 21:50:00,2024-10-02 22:30:00,40,11.57,283.93,4.7,4,Completed,,Card
710,R_200710,C_2754,D_3056,Mirpur,Savar,2024-05-26 13:11:00,2024-05-26 13:37:00,26,6.07,207.5,4.1,4.6,Canceled,Long waiting time,Card
711,R_200711,C_4337,D_3399,Cantonment,Gulshan,2024-03-19 04:47:00,2024-03-19 05:10:00,23,6.15,222.27,4.5,4.5,Completed,,Pathao Pay
712,R_200712,C_3879,D_3152,Bashundhara R/A,Cantonment,2024-07-22 20:09:00,2024-07-22 21:06:00,57,14.3,421.11,4.9,4.7,Completed,,Nagad
713,R_200713,C_2400,D_3038,Dhanmondi,Rampura,2024-09-26 10:15:00,2024-09-26 10:41:00,26,8.9,207.48,3.4,4.4,Canceled,Traffic,Card
714,R_200714,C_2067,D_3310,Savar,Banani,2024-04-18 20:15:00,2024-04-18 21:18:00,63,18.38,444.98,3.9,4.9,Completed,,Pathao Pay
715,R_200715,C_3880,D_3439,Motijheel,Uttara,2024-03-23 04:49:00,2024-03-23 05:49:00,60,16.98,511.61,3.9,3.6,Completed,,Cash
716,R_200716,C_2359,D_3107,Mirpur,Khilgaon,2024-12-23 04:00:00,2024-12-23 04:18:00,18,5.65,191.21,3.2,3.9,Completed,,Cash
717,R_200717,C_3188,D_3431,Dhanmondi,Baridhara,2024-05-13 06:35:00,2024-05-13 07:05:00,30,12.34,389.89,4.6,3.9,Canceled,Long waiting time,Cash
718,R_200718,C_3535,D_3230,Farmgate,Banani,2024-08-16 02:43:00,2024-08-16 03:41:00,58,20.98,416.87,3.1,3.1,Completed,,Nagad
719,R_200719,C_4458,D_3326,Motijheel,Uttara,2024-03-14 10:44:00,2024-03-14 11:39:00,55,12.76,364.93,4.6,4.2,Completed,,bKash
720,R_200720,C_2712,D_3413,Savar,Motijheel,2024-04-11 18:32:00,2024-04-11 18:49:00,17,6.32,145.71,4.2,3.8,Completed,,Card
721,R_200721,C_4265,D_3163,Motijheel,Dhanmondi,2024-11-14 21:58:00,2024-11-14 22:04:00,6,2.1,73.31,4.4,4.8,Completed,,bKash
722,R_200722,C_2104,D_3134,Bashundhara R/A,Khilgaon,2024-02-12 12:48:00,2024-02-12 13:21:00,33,8.59,234.72,4.6,4.6,Completed,,Cash
723,R_200723,C_3127,D_3085,Savar,Uttara,2024-02-14 23:19:00,2024-02-14 23:37:00,18,3.78,132.55,3.3,3.5,Completed,,Cash
724,R_200724,C_4025,D_3371,Savar,Cantonment,2024-09-16 11:53:00,2024-09-16 12:00:00,7,2.04,81.14,3.4,3.8,Canceled,Long waiting time,Pathao Pay
725,R_200725,C_2737,D_3306,Gulshan,Savar,2024-10-01 02:23:00,2024-10-01 02:32:00,9,1.9,68.95,5,4.2,Completed,,Nagad
726,R_200726,C_3043,D_3125,Dhanmondi,Old Dhaka,2024-12-16 06:58:00,2024-12-16 08:08:00,70,26.98,582.97,4.8,3.1,Completed,,Cash
727,R_200727,C_2519,D_3275,Banani,Bashundhara R/A,2024-09-20 21:37:00,2024-09-20 22:52:00,75,26.7,666.42,3.9,4.9,Canceled,Traffic,Pathao Pay
728,R_200728,C_2811,D_3288,Mohakhali,Mirpur,2024-03-08 05:40:00,2024-03-08 06:11:00,31,13.56,361.12,3.8,4.5,Completed,,Nagad
729,R_200729,C_2441,D_3622,Mohakhali,Dhanmondi,2024-03-16 12:36:00,2024-03-16 12:49:00,13,3.92,151.56,3.5,3.8,Completed,,Nagad
730,R_200730,C_3443,D_3408,Gulshan,Mirpur,2024-09-30 13:32:00,2024-09-30 14:00:00,28,7.74,179.21,3.7,4.6,Completed,,Card
731,R_200731,C_2045,D_3337,Dhanmondi,Bashundhara R/A,2024-03-16 13:02:00,2024-03-16 13:15:00,13,3.69,123.61,3.2,3.6,Completed,,Cash
732,R_200732,C_4351,D_3662,Mohakhali,Khilgaon,2024-05-23 13:07:00,2024-05-23 13:37:00,30,7,223.4,5,3.8,Completed,,Pathao Pay
733,R_200733,C_4464,D_3335,Old Dhaka,Mohakhali,2024-09-01 05:58:00,2024-09-01 06:05:00,7,2.48,109.88,4.8,3.6,Completed,,bKash
734,R_200734,C_2152,D_3547,Savar,Farmgate,2024-12-11 13:18:00,2024-12-11 13:31:00,13,3.99,139.85,3.6,3.6,Completed,,Cash
735,R_200735,C_4280,D_3321,Bashundhara R/A,Old Dhaka,2024-12-07 11:40:00,2024-12-07 12:43:00,63,19.73,545.14,4.7,4.9,Completed,,Pathao Pay
736,R_200736,C_2196,D_3011,Uttara,Mirpur,2024-07-19 01:13:00,2024-07-19 01:46:00,33,7.46,189.44,3.7,4.8,Canceled,Driver no-show,Card
737,R_200737,C_2177,D_3114,Gulshan,Banani,2024-11-23 15:38:00,2024-11-23 16:31:00,53,13.4,291.35,3.9,3.3,Completed,,Nagad
738,R_200738,C_3693,D_3653,Bashundhara R/A,Khilgaon,2024-10-30 07:26:00,2024-10-30 08:32:00,66,23.66,729.52,4.5,3.5,Completed,,Card
739,R_200739,C_2340,D_3362,Farmgate,Cantonment,2024-08-29 02:18:00,2024-08-29 02:49:00,31,11.4,245.37,3.4,4.3,Completed,,bKash
740,R_200740,C_2770,D_3500,Mirpur,Motijheel,2024-09-16 05:11:00,2024-09-16 06:21:00,70,28.82,808,3.9,3.3,Completed,,Pathao Pay
741,R_200741,C_2897,D_3373,Mohakhali,Bashundhara R/A,2024-02-18 07:47:00,2024-02-18 08:43:00,56,12.92,298.92,3.6,4.7,Completed,,Pathao Pay
742,R_200742,C_3889,D_3110,Rampura,Mirpur,2024-08-30 23:02:00,2024-08-30 23:30:00,28,7.06,198.04,3.7,3.2,Completed,,Card
743,R_200743,C_3768,D_3218,Uttara,Mohakhali,2024-04-18 10:27:00,2024-04-18 10:38:00,11,3.29,94.8,3.8,4.9,Completed,,Pathao Pay
744,R_200744,C_3650,D_3181,Old Dhaka,Banani,2024-04-04 04:28:00,2024-04-04 05:28:00,60,12.57,258.76,3.2,3.2,Canceled,Incorrect pickup location,Card
745,R_200745,C_2978,D_3068,Farmgate,Mirpur,2024-08-12 16:03:00,2024-08-12 16:59:00,56,16.01,342.32,4.8,3.5,Completed,,Pathao Pay
746,R_200746,C_3424,D_3653,Banani,Rampura,2024-03-01 14:13:00,2024-03-01 14:30:00,17,3.91,145.42,4.5,4.7,Completed,,Pathao Pay
747,R_200747,C_3291,D_3698,Mirpur,Uttara,2024-09-27 13:02:00,2024-09-27 13:25:00,23,10.12,291.6,3,4.9,Canceled,Customer changed mind,Cash
748,R_200748,C_4434,D_3361,Bashundhara R/A,Old Dhaka,2024-12-31 08:04:00,2024-12-31 09:09:00,65,13.62,410.35,5,4.7,Completed,,Pathao Pay
749,R_200749,C_2601,D_3097,Mirpur,Banani,2024-07-13 09:28:00,2024-07-13 10:17:00,49,21.91,491.77,3.7,3,Completed,,Card
750,R_200750,C_4122,D_3680,Cantonment,Savar,2024-03-01 08:52:00,2024-03-01 10:03:00,71,26.74,527.54,4.7,4.3,Completed,,bKash
751,R_200751,C_2127,D_3251,Old Dhaka,Rampura,2024-01-10 10:36:00,2024-01-10 10:52:00,16,3.72,142.36,4.9,4.8,Completed,,bKash
752,R_200752,C_4159,D_3180,Banani,Savar,2024-01-19 12:03:00,2024-01-19 12:58:00,55,18.65,572.78,3.4,4.2,Completed,,Nagad
753,R_200753,C_2504,D_3444,Baridhara,Bashundhara R/A,2024-03-16 12:41:00,2024-03-16 12:47:00,6,1.89,78.89,3.3,4.9,Completed,,Pathao Pay
754,R_200754,C_3244,D_3499,Banani,Mirpur,2024-08-03 23:30:00,2024-08-04 00:02:00,32,8.21,227.27,3.6,3.9,Completed,,Cash
755,R_200755,C_2205,D_3258,Uttara,Motijheel,2024-08-08 07:17:00,2024-08-08 07:41:00,24,10.5,301.72,4.5,3.9,Canceled,Traffic,Pathao Pay
756,R_200756,C_2132,D_3485,Savar,Motijheel,2024-08-26 02:19:00,2024-08-26 03:18:00,59,16.98,527.73,4.8,4.2,Completed,,bKash
757,R_200757,C_3321,D_3593,Uttara,Khilgaon,2024-09-20 15:51:00,2024-09-20 17:06:00,75,17.54,405.86,4.9,3.9,Completed,,bKash
758,R_200758,C_2394,D_3142,Farmgate,Bashundhara R/A,2024-01-11 13:27:00,2024-01-11 14:17:00,50,15.32,382.79,3.8,3.1,Completed,,bKash
759,R_200759,C_2363,D_3144,Old Dhaka,Savar,2024-07-30 16:22:00,2024-07-30 17:14:00,52,11.15,304.7,3.6,4.5,Completed,,bKash
760,R_200760,C_2025,D_3474,Baridhara,Cantonment,2024-04-10 09:06:00,2024-04-10 09:21:00,15,2.92,114.64,3.7,3.2,Completed,,bKash
761,R_200761,C_3358,D_3063,Mirpur,Rampura,2024-03-07 02:27:00,2024-03-07 02:38:00,11,4.06,129.47,4.9,3.3,Canceled,Customer changed mind,Card
762,R_200762,C_3274,D_3007,Baridhara,Bashundhara R/A,2024-02-16 01:47:00,2024-02-16 02:00:00,13,2.34,81.5,3.2,3.4,Completed,,Nagad
763,R_200763,C_3818,D_3401,Gulshan,Savar,2024-10-30 14:34:00,2024-10-30 15:02:00,28,11.24,346.79,4.6,4.4,Completed,,Nagad
764,R_200764,C_2505,D_3443,Uttara,Khilgaon,2024-12-20 18:50:00,2024-12-20 19:25:00,35,7.91,243.71,4,3.6,Completed,,Nagad
765,R_200765,C_4020,D_3377,Khilgaon,Banani,2024-06-14 11:15:00,2024-06-14 11:33:00,18,5.49,175.38,3.6,3.2,Completed,,Nagad
766,R_200766,C_3241,D_3035,Khilgaon,Savar,2024-01-30 04:31:00,2024-01-30 05:21:00,50,22,553.99,3.6,5,Completed,,Nagad
767,R_200767,C_2864,D_3358,Savar,Rampura,2024-04-07 11:27:00,2024-04-07 11:54:00,27,9.64,248.61,3.7,4.4,Completed,,Card
768,R_200768,C_3241,D_3404,Mirpur,Savar,2024-02-05 08:35:00,2024-02-05 09:03:00,28,9.39,309.03,4.1,3.3,Completed,,Nagad
769,R_200769,C_3426,D_3599,Old Dhaka,Cantonment,2024-06-08 21:57:00,2024-06-08 22:22:00,25,6.06,187.45,4.4,3.6,Completed,,Pathao Pay
770,R_200770,C_2432,D_3179,Rampura,Savar,2024-06-18 10:00:00,2024-06-18 10:12:00,12,4.14,117.14,3.1,4.5,Completed,,Cash
771,R_200771,C_2713,D_3329,Mirpur,Rampura,2024-05-15 11:51:00,2024-05-15 12:21:00,30,6.99,200.59,3.5,4.5,Completed,,Nagad
772,R_200772,C_2788,D_3089,Old Dhaka,Gulshan,2024-02-13 02:53:00,2024-02-13 03:02:00,9,3.59,130.29,3.8,4.1,Completed,,Pathao Pay
773,R_200773,C_4164,D_3509,Dhanmondi,Cantonment,2024-09-16 05:07:00,2024-09-16 06:16:00,69,18.98,513.68,3.3,3.1,Completed,,bKash
774,R_200774,C_2291,D_3583,Mirpur,Uttara,2024-04-11 14:53:00,2024-04-11 16:01:00,68,16.47,441.96,3.4,4.9,Canceled,Traffic,bKash
775,R_200775,C_3466,D_3070,Cantonment,Uttara,2024-08-06 21:25:00,2024-08-06 22:00:00,35,14.36,449.05,3.8,3.1,Completed,,Cash
776,R_200776,C_4388,D_3483,Savar,Banani,2024-02-01 23:57:00,2024-02-02 00:55:00,58,14.53,355.17,3.3,4.1,Completed,,Cash
777,R_200777,C_2966,D_3506,Mirpur,Baridhara,2024-03-18 04:15:00,2024-03-18 04:24:00,9,2.46,74.69,4.5,4.9,Canceled,Long waiting time,Pathao Pay
778,R_200778,C_3109,D_3043,Mirpur,Gulshan,2024-04-21 07:45:00,2024-04-21 08:34:00,49,14.53,351.44,4.9,3,Completed,,Pathao Pay
779,R_200779,C_4189,D_3623,Cantonment,Mohakhali,2024-01-17 02:12:00,2024-01-17 03:27:00,75,23.26,554.28,3.3,4.4,Completed,,Cash
780,R_200780,C_3794,D_3121,Savar,Old Dhaka,2024-06-26 12:47:00,2024-06-26 13:47:00,60,25.67,557.27,3,3.8,Completed,,Nagad
781,R_200781,C_4327,D_3047,Baridhara,Gulshan,2024-08-26 22:55:00,2024-08-26 23:16:00,21,6.27,160.41,4.2,4.8,Canceled,Customer changed mind,Nagad
782,R_200782,C_3630,D_3491,Khilgaon,Mirpur,2024-01-30 21:55:00,2024-01-30 23:09:00,74,17.43,497.52,4.8,4.7,Completed,,Card
783,R_200783,C_3503,D_3565,Banani,Cantonment,2024-02-01 16:26:00,2024-02-01 17:05:00,39,10.38,276.37,3.7,3.8,Canceled,Long waiting time,Card
784,R_200784,C_2322,D_3209,Savar,Uttara,2024-04-09 16:40:00,2024-04-09 17:55:00,75,17.77,435.6,3.3,5,Completed,,bKash
785,R_200785,C_2468,D_3022,Bashundhara R/A,Cantonment,2024-12-14 15:42:00,2024-12-14 16:36:00,54,14.1,438.29,4.7,3.8,Completed,,bKash
786,R_200786,C_3576,D_3455,Gulshan,Dhanmondi,2024-09-17 11:48:00,2024-09-17 12:48:00,60,19.43,524.35,4.5,4.9,Canceled,Traffic,Card
787,R_200787,C_4421,D_3222,Baridhara,Gulshan,2024-07-10 00:06:00,2024-07-10 01:06:00,60,24.83,718.7,4.5,4.6,Completed,,Card
788,R_200788,C_4191,D_3475,Mohakhali,Old Dhaka,2024-03-16 07:43:00,2024-03-16 08:36:00,53,16.23,510.23,4.8,3.6,Completed,,Card
789,R_200789,C_2351,D_3256,Baridhara,Farmgate,2024-08-02 13:23:00,2024-08-02 13:32:00,9,3.12,102.89,4.6,4.6,Completed,,Cash
790,R_200790,C_3258,D_3583,Khilgaon,Motijheel,2024-08-18 18:31:00,2024-08-18 18:38:00,7,2.09,88.64,4,4.7,Completed,,Cash
791,R_200791,C_4374,D_3082,Banani,Savar,2024-02-23 06:39:00,2024-02-23 07:40:00,61,13.94,404.58,4.7,3.3,Completed,,Pathao Pay
792,R_200792,C_2204,D_3239,Mirpur,Khilgaon,2024-12-12 18:16:00,2024-12-12 19:17:00,61,20.53,414.22,3.1,4.4,Completed,,Card
793,R_200793,C_2067,D_3695,Cantonment,Motijheel,2024-03-30 01:57:00,2024-03-30 02:32:00,35,9.6,210.6,4,3.5,Completed,,Card
794,R_200794,C_3704,D_3074,Khilgaon,Mohakhali,2024-08-09 19:58:00,2024-08-09 20:49:00,51,13.79,348.8,3.9,4.9,Completed,,Pathao Pay
795,R_200795,C_3509,D_3046,Banani,Savar,2024-10-16 05:58:00,2024-10-16 06:30:00,32,12.74,343.03,4,4.2,Completed,,Pathao Pay
796,R_200796,C_3552,D_3597,Gulshan,Khilgaon,2024-10-16 11:11:00,2024-10-16 11:26:00,15,6.57,233.68,4.1,5,Completed,,bKash
797,R_200797,C_4208,D_3125,Cantonment,Savar,2024-04-05 22:21:00,2024-04-05 23:33:00,72,23.08,527.12,4.2,4.8,Completed,,Card
798,R_200798,C_2946,D_3467,Motijheel,Rampura,2024-11-02 01:44:00,2024-11-02 02:41:00,57,15.83,381.92,4.8,4.3,Completed,,bKash
799,R_200799,C_3716,D_3236,Old Dhaka,Cantonment,2024-10-28 06:44:00,2024-10-28 07:41:00,57,20.63,568.3,4.6,3.7,Completed,,bKash
